product_name,brand,alt_suffix_1,alt_suffix_2,age_info,batteries,raw_description
Supermarket Till,Casdon,box,layout,2+,3 x AA (not included),"This Supermarket Till has a scanner, calculator, working mic and more. Encourages realistic shopping checkout play and includes play food items."



