input_filename,new_base_name
Casdon-Supermarket-Kids-Cash-Register-Toy-Ireland.jpg,casdon-supermarket-cash-register-box
Casdon-Supermarket-Kids-Cash-Register-Toy-Ireland-2.jpg,casdon-supermarket-cash-register-layout
